treatment,el1,index_ctotal_el1,index_foodsecurity_el1,ind_fin_el1,ind_increv_updated_el1,asset_ind_tot_el1,vil_ham
0,1,.096019648,.098861992,.067525677,-.93945926,.94861317,113
0,1,1.1151922,.37808228,.16329704,.4083527,-.24345021,77
1,1,-.10933026,.4986659,.10243984,.8608672,,107
0,1,-.36925343,.4986659,-.12097955,.88519603,-1.0462571,16
0,1,2.5456529,.37808228,-.14791101,-1.1730151,-1.9409043,28
0,1,.6709103,.098861992,.23609373,-1.2314041,-.24946199,99
1,1,,,,,,70
1,1,1.7601455,.37808228,-.0062714526,-1.1340891,-1.6392719,74
1,1,1.124679,.37808228,-.17585796,1.0730139,-.7909885,73
0,1,-.81672728,-.1813138,-.12297449,-1.0367742,-1.7432327,63
0,1,.58680338,.4986659,2.4225478,-.32637507,1.1167612,97
1,1,,,,,,81
0,1,,,,,,99
1,1,.30754685,1.8486543,.54532486,-1.2314041,.32607502,61
1,1,.16484042,.4986659,-.048176873,3.3910561,2.5951867,97
1,1,-.016569847,1.8486543,-.10557298,-.063624665,,66
0,1,-.31063437,.4986659,-.1329491,.52026492,.1530868,20
1,1,.22414197,-.37463129,-.12597889,.13100523,,78
0,1,.14626427,-.18175636,.82112294,.36456111,.7461015,109
0,1,.48803765,-.1813138,-.14791101,-.53073651,,24
1,1,-.50242645,.4986659,-.1927968,.00936154,-.75487489,34
0,1,-.25004494,.4986659,-.20775871,-.038322866,,49
1,1,.91653484,1.8486543,-.17787093,.16993113,1.6293799,77
1,1,.5703283,.4986659,.1662894,-.25825465,2.1828146,16
1,1,,,,,,70
1,1,.25875974,.098861992,.10642968,-.69714499,-1.3478895,53
0,1,-.31443456,.051149033,.016670151,-.063624665,.73142415,91
1,1,-.77322805,.4986659,-.1329491,.26724616,1.5532519,109
0,1,.40213144,2.0655677,-.17785288,-.89080179,-.36318144,6
0,1,-.51478297,-.1813138,-.20278344,-.74482936,-1.3478895,17
0,1,,,,,,77
0,1,-.11089939,.4986659,-.25164703,-.25825465,-.75487489,95
0,1,-.020041436,-.1813138,-.22770795,-.97838521,-1.5455612,54
0,1,.41419363,-.77318037,-.20277141,-.74482936,-1.7432327,66
1,1,.73111731,.37808228,.320896,-.79348683,.032161672,26
1,1,-.35461694,.051149033,-.0082783904,.11154218,4.2806387,48
0,1,-.28584853,-.82214814,-.19878156,-.25825465,-.22836019,35
1,1,.43088901,1.8486543,-.25266251,2.271934,,43
1,1,-.060934786,.02517264,-.21627319,-.93945926,,9
1,1,.61738557,.4986659,.24606232,-.53073651,3.7773235,73
0,1,.32711118,.051149033,-.096541747,.16993113,.23451464,115
0,1,1.648939,-.1813138,-.10307933,-1.2314041,-1.9409043,46
0,1,1.9618909,.4986659,.67493474,.71489483,-1.150218,1
0,1,-.018472774,.4986659,.0017082439,-.3555696,.58524078,117
0,1,-.54797816,-.34865487,-.26291835,-.014967197,,78
1,1,2.3893356,.051149033,.1941943,-1.2314041,-.34646469,26
0,1,-1.0121721,.051149033,-.26261911,-.55019945,-1.7432327,113
0,1,.78035158,1.8486543,-.14293572,.66623735,1.5447966,102
1,1,3.0204859,.4986659,-.14791101,-.25825465,.32097971,77
1,1,.45013446,.4986659,2.1022484,2.4714296,6.5222282,13
0,1,.42517644,1.8486543,.096467078,-1.2314041,-1.3478895,105
0,1,1.3543298,.051149033,.46054065,1.6880443,4.3458929,93
0,1,-1.0438474,-.82214814,-.21274602,-.42855579,,79
0,1,-.60616612,-.34865487,-.28256834,1.2014697,1.9899645,9
0,1,,,,,,113
0,1,.19119209,.4986659,-.011258761,-.063624665,-.12994511,53
0,1,1.1109499,-.34865487,-.23269525,-.6475144,-.22677585,22
1,1,,,,,,25
1,1,.92268384,-.34865487,-.11302388,-.25825465,,35
0,1,-1.122398,-.77318037,-.23269525,-1.2314041,-1.7432327,111
0,1,2.3420672,.37808228,-.23768257,-.55019945,-1.252279,103
1,1,3.4857595,.4986659,-.13297313,-.73509783,-1.5455612,44
0,1,1.0964361,.051149033,-.07010901,-.61831993,-1.5455612,101
0,1,-.22480284,-.34865487,-.23758282,2.1259618,,17
1,1,-.36114213,.4986659,.5333553,1.1041547,-.22437662,16
1,1,.90207022,.4986659,.03661938,-.25825465,-1.5455612,86
1,1,-.37101862,.4986659,-.10302525,-.4723475,,15
1,1,.033149637,-.34865487,.016670151,.13100523,-.95254648,66
0,1,-1.1551129,-.34865487,.30792898,-1.2314041,-.95254648,101
1,1,-.16978776,.4986659,-.21276404,.22832008,-.024046009,44
0,1,4.3420191,.37808228,3.2484338,.32563502,.72023815,32
1,1,.33639956,.4986659,-.085082956,.47160745,,34
0,1,,,,,,9
0,1,,,,,,70
1,1,.3566291,.4986659,1.2634972,.22832008,2.6785898,62
0,1,,,,,,79
1,1,.17901228,.4986659,.021633441,.46187606,.80489236,80
1,0,,,,,,60
0,1,.063216291,1.8486543,-.22272064,-.25825465,-1.150218,15
0,1,-.057993054,-.34865487,-.15918233,-.13661097,1.0328988,21
0,1,1.0375972,-.1813138,-.26261911,.22832008,-1.5455612,66
1,1,.33611357,.4986659,-.050159775,-.014967197,-.71772957,25
0,1,-.82209635,-.34865487,.40568024,-.99784821,-1.5455612,117
1,1,,,,,,47
0,0,,,,,,30
1,1,.15927172,1.8486543,.3258172,1.5080118,1.6265589,77
1,1,.46175531,.098861992,.77274609,1.6880443,3.6639779,107
0,1,.25238526,.4986659,.78072578,.61757988,.84171206,76
0,1,1.3420912,.4986659,.91533506,.73630422,2.7019179,67
1,1,-.35478893,.051149033,-.019310564,.40543333,,60
0,1,1.3023746,.37808228,-.25264451,-.84214431,-1.252279,2
0,1,1.1130589,-.34865487,.10638162,.22832008,.78324682,66
1,1,,,,,,29
0,1,,,,,,58
1,1,1.9885012,.4986659,.20718536,.32563502,.29229307,101
1,1,,,,,,67
1,1,,,,,,9
1,1,-.22090484,1.8486543,-.23269525,.27113879,-1.2856588,72
0,1,-.056463074,.4986659,-.20775871,-.19986561,-.3017152,53
0,1,-.28530893,1.8486543,.19222341,-.044161718,.091258131,35
0,1,.72064942,.37808228,-.11299986,.038555969,.99858862,10
1,1,-.23201047,.37808228,-.053152148,.95818216,-1.0772935,34
1,1,-.41232389,-.34865487,-.19977902,.30130637,,116
0,1,-.26687288,-.77318037,-.28256834,-.78862107,-1.7432327,86
1,1,-.088441931,.4986659,-.1329491,.13100523,-1.3478895,53
1,1,-.17258264,2.0655677,-.15289831,.42294997,-.52005804,66
0,1,,,,,,110
0,1,-.28202429,.4986659,-.1379364,.34996384,2.6627519,34
1,1,1.5136085,-.34865487,.88744098,-.21835549,1.5512961,96
0,1,1.5083127,1.8486543,2.0215681,1.0554973,3.0090172,2
0,1,.43061984,-.34865487,-.36401621,.22832008,.0574762,81
0,1,-.70679563,-.34865487,-.09903539,-.93945926,-.85693586,67
0,1,.46189556,1.8486543,3.7776909,2.5220335,3.5857098,68
1,1,.30613935,1.8486543,-.22572505,2.1882434,4.0005012,79
1,1,.17574683,1.8486543,-.21277007,.36456111,1.3536245,2
1,1,1.2058773,.37808228,-.27658358,-1.2314041,-1.0546074,25
0,1,-.54728472,1.8486543,-.22272125,3.887362,3.2411389,48
0,1,1.6917449,1.1390576,-.23770058,.067750491,2.6596394,110
0,1,3.8480632,-.1813138,-.2157384,-.29718056,-1.5455612,24
0,1,.0079075163,.4986659,.46547988,2.5930734,,114
1,1,-.33424383,.37808228,-.1429237,-.84214431,-1.252279,2
1,1,4.8424487,.37808228,-.12596685,-1.1623105,-1.7432327,51
1,1,-.4719283,-.77318037,-.22770795,-1.2314041,-1.5455612,15
0,1,,,,,,106
1,1,6.6349921,2.0655677,-.24266987,.51442617,-1.5455612,42
1,1,.13713343,.4986659,-.26263112,-1.2314041,-1.3478895,77
0,1,3.9883065,-.1813138,.40549994,-.4723475,-.42444742,13
1,1,2.7223177,.37808228,.28897724,.26724616,,54
0,1,.72859269,.02517264,-.1429237,-.73996359,-.53553849,114
1,1,1.3212523,1.8486543,.071512535,1.9799891,.21372843,71
0,1,.37344727,.37808228,-.22471556,-.6475144,-1.5455612,50
1,1,.11506857,.4986659,.31566828,1.2987846,4.1787724,60
0,1,3.7424471,.37808228,.12639093,-1.2314041,-1.6703082,62
1,1,-.19508868,-.82214814,-.26261911,-.89080179,,66
0,1,,,,,,100
0,1,.89461744,.051149033,.038614318,.42294997,,42
0,1,.32931772,.098861992,-.24266987,.033690274,-.14019535,103
0,1,1.0164151,1.8486543,-.18288226,.69056618,-.42444742,77
1,1,.98181748,1.8486543,-.053170189,-.063624665,,17
0,1,-.54953712,.4986659,-.20177394,.13100523,-.46159273,25
1,1,,,,,,35
1,1,-.46835583,.051149033,.036595367,.59811693,.52522987,114
1,1,-.164051,.098861992,-.17783487,-.62513196,-1.3478895,115
1,1,,,,,,60
1,1,.80812353,.4986659,-.0032790648,.73435795,1.8536693,26
1,1,1.267071,-.1813138,-.01026131,-1.2314041,-1.9409043,113
1,1,.16373353,.4986659,.39270118,.42294997,.36623883,6
1,1,.26459461,.4986659,-.26263112,1.2695901,3.1783555,44
1,1,-.25561976,1.8486543,-.075180441,-1.1224114,1.4756575,77
0,1,.40667042,.4986659,.81463951,-.93945926,-.75487489,81
1,1,.3878141,1.8486543,1.1187812,1.6724739,,4
1,1,-.00021235028,.4986659,-.25264451,-.45288453,-.95254648,26
0,1,,,,,,29
0,1,,,,,,48
1,1,1.3538591,.051149033,.076493815,.81220973,,42
0,1,.61763024,-.1813138,.12140364,-1.1924781,-1.5455612,112
0,1,1.2708954,.02517264,.17026125,.51053351,,56
0,1,-.51870555,-.34865487,-.24268189,.13100523,-.36850122,103
0,1,-.25767884,.4986659,.5353502,.10667649,-1.3478895,118
1,1,2.0900877,.098861992,.028525531,1.5712664,,96
0,1,,,,,,117
0,1,-.46280813,.4986659,-.16287293,.019093016,-1.150218,103
0,1,-.37138662,.02517264,-.27259374,-.20959717,-.73321003,77
1,1,.27783304,.098861992,-.003298305,1.8826741,,28
1,1,-.24416055,.098861992,.3837361,-.67670888,1.3397427,88
1,1,,,,,,97
0,1,.92521334,.4986659,-.12297449,1.0185175,-.7909885,62
0,1,-.0064497301,.4986659,.091479786,.61757988,-1.150218,66
1,1,.9828766,1.8486543,.066411048,.38013142,-.71772957,103
1,1,.025475197,.4986659,.081505172,1.561535,1.1053309,33
0,1,-.29084978,-.34865487,-.0032790648,.637043,1.7314408,88
0,1,-.079174928,.37808228,.24608636,-1.2314041,-.98866004,84
1,1,-.5108797,.4986659,-.093068659,.15046817,.52209413,116
0,1,-1.3366716,-.82214814,-.24266987,-1.0854317,-1.3478895,40
0,1,,,,,,106
0,1,.33858487,.37808228,-.27758104,-1.1146262,-1.7432327,24
0,1,.083442688,.4986659,.3308706,-.063624665,-.029104292,103
1,1,1.5580316,2.0655677,.016646132,-.45288453,-1.5455612,17
1,1,-.55548018,-.34865487,.53532612,.10667649,6.4191608,69
0,1,-.47321519,.4986659,.2263366,.42294997,.27062824,26
0,1,1.2711891,-.34865487,-.15289831,-.1220137,.1530868,40
1,1,8.418416,2.0655677,-.13693893,-1.2314041,-1.3886846,103
1,1,.67043924,.4986659,.23608771,.81707561,.74641711,10
0,1,-.072114304,.37808228,-.26263112,-.93945926,-1.5455612,13
1,1,-.17943761,.4986659,.096449055,-.56966245,,54
0,1,,,,,,116
0,1,.39565852,.37808228,.1014544,-.6475144,-1.0546074,62
0,1,,,,,,16
0,1,.56165981,.4986659,.7398299,.22832008,-1.3478895,30
0,1,.38624483,-.1813138,-.28256834,-.84701008,-1.7432327,22
0,1,-.57819253,.4986659,-.088105381,.71489483,.1617527,10
0,1,-.47075143,.4986659,-.018259015,1.736702,2.1506038,17
1,1,,,,,,30
0,1,,,,,,116
1,1,.34020275,.4986659,.71489334,.13100523,-.067714415,73
1,1,,,,,,87
1,1,,,,,,74
0,1,,,,,,79
1,1,-.123893,1.8486543,-.17289564,-.014967197,2.1890285,80
1,1,.29732376,.4986659,-.053194229,.65455961,-1.150218,61
0,1,-.09422791,.4986659,.32887569,.27697757,-.75487489,61
1,1,2.5572724,-.34865487,.62512177,-.65238017,.027697567,40
0,1,1.5812736,.4986659,-.073101401,-.91999626,-1.5455612,20
1,1,,,,,,29
0,1,.013791291,.02517264,.41558275,.8044247,,42
0,1,1.54597,2.0655677,.95825601,.13100523,-.43992791,56
1,1,,,,,,114
1,1,,,,,,73
0,1,,,,,,71
1,1,.71005827,.4986659,.51540095,-1.2314041,-1.3478895,75
0,1,-.24510249,.4986659,.1662894,-.13661097,-.65926433,69
0,1,.92070329,.4986659,.016670151,.43268153,-1.150218,61
1,1,1.1876377,.4986659,.79966861,.61757988,-.22013324,97
0,1,.82047975,.4986659,-.18782151,-.014967197,-.53553849,7
0,1,.43831769,.4986659,.25935259,1.0457658,3.4741819,32
1,1,.047918189,-.77318037,-.21972825,-.93945926,-1.3121949,8
1,1,1.1095285,1.8486543,-.95433593,.22832008,1.701031,13
1,1,1.2753081,.4986659,-.11898462,-.45288453,,81
1,1,-.32443723,1.2082624,-.18283421,1.7561647,-.66735762,83
1,1,.40271994,-.21378429,-.053152148,-1.0367742,-1.7432327,72
0,1,.89520597,.37808228,.031632096,.40348703,,86
1,1,.83077675,.051149033,.89941174,-.45288453,,23
0,1,-.36520851,.051149033,.032629542,.81220973,-1.150218,66
0,1,-.60578793,.4986659,.12639093,1.1197251,.090626948,65
0,1,-.69296849,.4986659,-.053152148,-.45288453,-.46968603,26
0,1,.0037884656,-.21378429,-.18601404,-1.0757002,-.24225633,46
1,1,-.071820132,.098861992,-.23568764,-.55019945,-1.150218,101
1,1,-.11695014,-.34865487,-.1939559,.17966269,.58557522,35
1,1,2.2239475,.4986659,-.11501882,-.6475144,,81
1,1,,,,,,64
0,1,,,,,,98
0,1,1.0011169,1.8486543,-.10801256,-.083087705,-.85693586,5
0,1,.60439229,-.34865487,-.12097955,.71489483,,91
0,1,,,,,,66
1,1,-.15507817,-.34865487,-.14094681,-.74482936,,35
1,1,,,,,,23
0,1,1.0825118,-.37463129,1.293403,-1.0367742,-.68163484,110
1,1,-.061993714,.4986659,.046593994,-.84214431,-.38216874,117
1,1,-.34395251,-.34865487,-.26263112,-1.2314041,,46
0,1,2.1840837,.051149033,.25602493,-1.2314041,,44
1,1,,,,,,17
1,1,.52510583,.37808228,-.21775737,2.8558235,,49
0,1,.10381562,-.1813138,-.22272064,-1.1584179,-1.252279,16
0,1,1.0654478,1.8486543,.066543229,.97764528,1.2510413,76
1,1,.22384796,.098861992,.49543375,-.53754848,-1.3478895,62
0,1,3.1537569,.37808228,.17626405,-.41882423,.87788081,51
0,1,-.48346078,.4986659,-.1379364,-.02469876,,35
0,1,2.1802583,.051149033,.94430947,-.7642923,-1.4935807,7
0,1,-.48340198,-.1813138,-.11898462,-.84214431,-1.5455612,47
0,1,-.39608425,-.82214814,.0017082439,-.6475144,-.95254648,56
1,1,-.054697879,.4986659,.96424079,3.887362,-.036234457,118
1,1,-.49987692,2.0655677,-.24269392,-1.2070754,-.1116478,77
0,1,1.1602776,-.1813138,.37575635,-1.2314041,-1.0546074,28
1,1,2.1314211,2.0655677,-.23770662,-.39449549,-.70005929,1
0,1,-.69316447,.051149033,-.20277141,-.74482936,-.30408499,116
0,1,.36806333,-.34865487,.17626405,-.18040265,2.8648756,76
1,1,-.14897364,.4986659,.19421835,-.19986561,.14660197,71
1,1,.37160882,1.8486543,.031608056,.42294997,1.9837846,61
1,1,1.0170028,2.0655677,-.083196193,-.00523572,-.91540116,56
0,1,.21766986,.051149033,-.19878156,-.74482936,-1.5455612,26
1,1,,,,,,106
0,1,.72655708,.051149033,-.37399083,-.73509783,,23
0,1,,,,,,29
1,1,.2210537,.69154084,-.01824099,-1.2022096,,47
1,1,-.14340825,.4986659,-.22773199,.71489483,,56
1,1,.7016241,-.37463129,.016670151,-.55019945,-.85693586,54
0,1,-.37737322,.4986659,-.1429237,1.1430807,-.14019535,119
0,1,-.028338026,1.8486543,-.162903,.40348703,1.0403813,61
1,1,.95007342,1.8486543,-.23272531,2.0763311,2.5969622,97
1,1,.65999556,.4986659,1.6534808,-.22906013,-.24979647,98
1,1,2.5618327,.37808228,-.20019004,-1.2314041,,90
1,1,.71702075,1.8486543,-.1329491,3.887362,.0574762,19
0,1,.7825284,.37808228,-.24266987,-.50154203,-1.0546074,3
1,1,.49239081,.4986659,.35568693,-.16093969,-.95254648,26
0,1,.77262402,.4986659,.36578175,1.068148,5.1620049,7
0,1,.47435665,1.8486543,.11629613,.81220973,.78324682,56
1,1,-.75474983,.051149033,.045097806,.52026492,-.47330779,77
1,1,.43672907,.4986659,-.15289831,2.0967672,.63581353,107
1,1,,,,,,70
0,1,.80577046,-.1813138,-.053272352,-.25825465,-.71772957,38
0,1,,,,,,52
0,1,-.20288497,-.34865487,-.16786024,-.74482936,-1.7432327,19
1,1,,,,,,29
1,1,-.15154731,-.34865487,.69492608,-.32637507,,7
0,1,,,,,,117
0,1,1.0693707,2.0655677,.14609979,-.25825465,-.62211901,56
0,1,.86063772,.4986659,-.073125429,.35482955,.37938097,103
0,1,,,,,,54
0,1,,,,,,84
0,1,,,,,,70
0,1,.55423117,-.34865487,-.1977841,.22832008,4.8968935,78
0,1,2.3029387,.37808228,.046593994,.13100523,-1.2538633,26
1,1,.10394612,-.34865487,.42363456,2.7390459,1.6942955,35
1,1,.60642159,.098861992,.14634016,-1.0465057,,117
1,1,-.49369884,-.37463129,-.16586833,.033690274,,56
0,1,-.34542352,.098861992,-.088063322,-.40422705,-1.150218,101
1,1,.67485213,-.1813138,.051578298,-.20959717,-.54068643,13
1,1,2.4456253,.37808228,-.24266987,.16993113,,54
0,1,-.24157211,.098861992,.83458877,-.28550276,1.3664242,116
1,1,.94051224,.4986659,.10043893,2.3527055,.30645654,95
1,1,.92335099,-.1813138,-.0092758592,2.6806569,.92187589,76
0,1,.39938608,-.37463129,-.25763181,.88519603,-.85693586,70
0,1,-.44250846,.37808228,.066543229,-.6475144,-1.5455612,63
0,1,.97028518,.4986659,.19920564,-1.0124454,.30104452,50
0,1,-.40749905,.4986659,-.23269525,-.84214431,-1.3478895,16
0,1,1.4221122,.37808228,-.083076015,.32563502,-.43992791,59
1,1,.71736401,1.8486543,-.21278809,2.5638788,1.5206618,18
1,1,-.11675895,-.21378429,-.27424464,1.2501272,,56
0,1,.68323678,.4986659,-.10801256,2.7838106,-.1538514,102
1,1,-.18184979,-.1813138,.062535368,-.98422414,,49
1,1,.10005017,.4986659,.1433298,1.46422,.56953174,54
1,1,3.1083934,.37808228,-.26760641,-1.2314041,-1.7432327,28
1,1,1.0152384,.37808228,-.24167241,-1.1107335,-1.252279,84
1,1,-.14228031,-.21378429,-.2426879,-.98811674,,1
1,1,.074984312,2.0655677,-.22672552,-.41395855,,116
0,1,.87711298,-.34865487,.13636555,-.16093969,-.44205698,50
0,1,,,,,,87
1,1,,,,,,62
0,1,,,,,,25
0,1,-.50223029,.051149033,.13636555,-.25825465,-.95254648,41
0,1,,,,,,29
0,1,1.2597898,.4986659,.21997207,.059965238,.043820161,43
1,1,.035487927,.4986659,.67499489,.47160745,.16856727,59
1,1,1.4709498,.37808228,.031632096,-.3555696,-1.7432327,56
0,1,.89049858,.37808228,-.10302525,-.50154203,-1.3478895,34
1,1,-.28285712,-.34865487,-.18783353,-1.2314041,-.50397205,28
0,1,-.042204566,.051149033,.25107366,-1.0445594,-.12471489,81
1,1,-.16777037,.098861992,.21451157,.13100523,,87
1,1,-.18567437,.4986659,-.13297313,.22832008,-.73377311,116
1,1,-.014333756,.4986659,.24607435,1.9070032,2.7503531,97
0,1,,,,,,94
1,1,.4841142,1.8486543,.67187023,3.1866946,,48
1,1,-.31206152,.098861992,-.3473036,-.6358366,-1.150218,34
1,1,-.079395361,.4986659,-.15292238,.77328384,-.44049093,26
1,1,.94007087,1.8486543,-.26761544,-.11617476,,109
1,1,-.68616235,-.82214814,1.2136241,-.68254781,-.95254648,85
1,1,-.32281244,-.34865487,-.26511878,.62731141,,23
1,1,.93551147,-.036391716,-.13893387,.07261619,-1.5455612,20
0,1,-.8002522,.02517264,-.038190223,-1.2314041,-.65926433,105
1,1,-.52027464,.051149033,-.24616098,-.6475144,-1.5455612,56
0,1,.96266121,1.8486543,1.6124525,3.2207546,7.49965,103
0,1,,,,,,87
0,1,,,,,,9
1,1,,,,,,115
1,1,2.2496901,.098861992,.086480446,-1.0124454,,90
0,1,-.77789325,-.1813138,-.28057343,-1.2314041,-1.7432327,7
1,1,,,,,,36
0,1,-.22289063,.4986659,-.1783336,.12127366,-1.3478895,23
0,1,,,,,,117
0,1,.94168907,.051149033,-.023228299,-.20959717,-.50238776,42
1,1,,,,,,59
0,1,-.01709939,.4986659,-.28256834,-.6475144,-1.150218,56
0,1,.49274427,.37808228,-.14791101,.31784996,.64404052,103
1,1,.27111596,.4986659,-.18282217,.13100523,-1.3478895,14
1,1,,,,,,87
1,1,.16253765,.4986659,.11641631,2.5882077,,116
0,1,-.11800907,.4986659,-.18683004,-.6475144,-1.0879873,76
1,1,.3076942,-.82214814,-.20278943,-.74482936,,78
1,1,2.2755787,.4986659,.1662894,-1.2314041,6.7752733,57
0,1,.67404288,.098861992,-.23768257,.17966269,-.65926433,56
1,1,.7125088,.4986659,-.25963873,-.55019945,-.42444742,108
1,1,.40978086,.098861992,-.019238459,.30617207,.25704771,13
0,1,-.066818878,-.34865487,-.20875618,-1.2070754,-1.8889238,28
0,1,.26635981,.4986659,-.16786024,-.041242249,-.36106694,64
1,1,.42086244,-.1813138,-.23569064,-.40033445,,6
0,1,,,,,,19
0,1,.030854899,.4986659,.18992928,2.5921004,1.0468657,34
0,1,,,,,,16
0,1,-.71071804,.4986659,-.093050636,-.56966245,-.95254648,92
0,1,,,,,,95
1,1,.88314378,1.1785721,-.17285958,.16993113,1.0020201,20
1,1,1.3969593,.4986659,-.0018886357,.31103778,6.8054223,19
1,1,.14215937,-.34865487,-.083100051,-.3555696,,24
1,1,-.73449886,.4986659,-.24266987,-.99784821,-1.4416002,32
0,1,.6922099,1.8486543,.89443642,.023958713,-.10236322,84
0,1,-.26903051,.051149033,.12639093,-.25825465,-.7909885,93
1,1,.18746516,.098861992,-.1778589,-.89080179,2.4505196,2
1,1,.94710195,.098861992,.69195116,2.271934,1.5730696,109
0,1,.28033391,2.0655677,-.06312678,-.16093969,-.65926433,20
1,1,.30426145,.4986659,-.2316978,.033690274,-1.3478895,46
1,1,,,,,,17
1,1,1.6774762,1.8486543,-.24269392,.48620471,.73142415,3
1,1,1.9678487,.37808228,-.1429237,-1.0192575,,67
0,1,-.79015124,.051149033,1.5532598,-.81100351,-1.0462571,37
1,1,-.76547837,.4986659,.15631479,.13100523,-1.5455612,61
1,1,.73016077,2.0655677,-.24269392,1.0350611,-.25536391,2
1,1,,,,,,115
0,1,.57786483,.4986659,-.033232976,-1.1146262,1.6262296,39
1,1,,,,-1.2314041,-.015733959,48
1,1,1.5775466,1.8486543,.29595944,.90952468,-.46261403,24
1,1,1.0652523,.37808228,-.1728716,.32563502,,10
1,1,1.4041669,.098861992,1.9716951,-1.2314041,-1.2124956,118
1,1,-.65385985,.4986659,2.7048295,1.2987846,-.95254648,34
0,1,.59468281,.37808228,-.020734653,-.3555696,,49
1,1,,,,,,16
1,1,2.0938387,-.1813138,1.2295595,2.4665639,.66568607,37
1,1,,,,,,115
0,1,,,,,,103
0,1,2.0692489,2.0655677,.31554815,1.5420721,.35381943,10
1,1,.63557684,.098861992,.0021997616,-.79348683,,81
1,1,1.8598776,.37808228,-.021245398,-.72050065,.10571639,116
0,1,.13176379,.4986659,-.093086667,-.6475144,-1.3478895,104
0,1,,,,,,106
1,1,.28778648,.4986659,-.14294775,-.18040265,,10
1,1,1.3150258,.37808228,-.15788563,.053153228,-1.3997122,116
1,1,1.6879938,1.8486543,.2041449,-.32929453,-.29168448,67
0,1,-.39784944,.4986659,-.15788563,.32563502,-.95254648,9
0,1,1.2044802,.37808228,1.9481796,-.55019945,-.85693586,61
1,1,,,,,,105
1,1,-.067603759,.4986659,-.074113868,-.56966245,-.71772957,105
0,1,.47823089,1.8486543,-.087101907,.22832008,,20
0,1,1.6934608,.4986659,-.018253008,2.486027,,57
1,1,-.22803874,.098861992,-.23768556,-.083087705,,78
0,1,.69950622,1.8486543,-.1327496,1.5420721,.48996463,44
0,1,.87367034,.051149033,-.093050636,-.40422705,.5419451,17
1,1,.59556627,.4986659,-.053272352,.11154218,,13
0,1,.32887638,.4986659,.52038831,2.0091836,-.66735762,61
1,1,.70978785,.051149033,.31589067,1.4866023,.86267078,19
1,1,,,,,,117
1,1,.55746752,.4986659,-.27957594,.87059879,-.76955223,39
0,1,1.4194652,.37808228,-.16586532,-1.2314041,-1.7432327,27
0,1,.66932148,.4986659,-.053230278,1.4447571,3.1933639,7
0,1,1.4144638,.37808228,.016670151,-.45775023,-1.252279,43
1,1,-.62912762,.051149033,-.15289831,-1.2314041,-1.3478895,103
1,1,,,,,,17
1,1,,,,,,16
1,1,1.0603974,1.8486543,.47547847,2.6047511,1.5833626,84
1,1,1.0299478,.4986659,.39568758,.61757988,-.60728383,113
0,1,-1.6790191,,,-1.2314041,,105
1,1,2.4832819,.051149033,1.7662179,-1.2314041,-.96308243,33
0,1,.70240915,.37808228,.17327167,.5689224,2.9989986,16
0,1,-.40549827,.051149033,-.22272064,.13100523,-1.150218,23
1,1,,,,,,41
0,1,.38702986,-.34865487,-.21873079,-.014967197,.16754597,44
1,1,2.2832267,-.1813138,-.22072572,-1.048452,-1.6392719,118
0,1,.64219624,.4986659,.29943252,-.014967197,-.4096123,118
0,1,,,,,,33
1,1,1.0043529,.37808228,-.21274602,-.91999626,-.7613253,9
1,1,.81577247,1.8486543,1.6502271,1.2160668,.24813434,79
0,1,.3182852,.37808228,-.25763181,-.93945926,-.91540116,57
1,1,-.3824923,.4986659,-.26261911,-1.2314041,-1.0982375,70
0,1,-.78247416,.051149033,-.25264451,-.55019945,.23391806,41
1,1,,,,,,25
1,1,1.2229416,.37808228,.35051936,-.30691212,-1.7432327,104
0,1,,,,,,96
1,1,.25109065,1.8486543,1.9617205,1.8038491,2.3864868,67
1,1,.59865457,.37808228,-.083076015,-.97449261,-1.43135,
1,1,-.29504243,.4986659,.33234274,-.53073651,-.65926433,61
1,1,,,,,,89
0,1,.19913538,.37808228,.95428407,1.6880443,1.4589927,59
1,1,1.0839335,.4986659,.59904718,.76744491,-1.150218,105
1,1,.16230166,-.42234424,-.098049954,.66623735,,23
1,1,,,,,,59
0,1,-.19932503,-.82214814,-.25663435,-.22906013,-.32238644,88
0,1,,,,,,9
0,1,,,,,,60
1,1,2.3367717,-.1813138,-.28256834,.082347751,.48555109,89
1,1,-.17258295,.4986659,-.083076015,-.56966245,-.53553849,20
0,1,,,,,,117
1,1,.58365142,.4986659,-.048188895,-.45288453,,24
1,1,.55187792,.4986659,-.1927968,.34023228,-.50175655,104
1,1,1.0550526,.37808228,-.17783487,1.1002622,-.42444742,103
1,1,,,,,,84
0,1,-.61034822,.051149033,.26603562,1.8729428,-.99334145,73
1,1,.35535416,1.8486543,-.24269392,1.236503,.55428189,89
1,1,1.8846884,.37808228,-.0013033679,2.7098513,-.93088162,60
0,1,.78847146,.4986659,1.4380531,.71489483,1.1578038,118
1,1,.42260751,.4986659,4.7635541,2.9726017,-.096979894,96
1,1,-.36254576,.4986659,.026644764,1.0029472,-.95254648,9
0,1,1.5583261,-.21378429,-.24566226,-1.2314041,-1.9409043,72
0,1,.64513814,.098861992,1.4181038,-.16093969,,109
1,1,-.3526313,.051149033,.076517843,-.45288453,-.080536284,110
1,1,.16316986,.4986659,2.9791312,3.6440749,5.111289,118
1,1,4.0607657,-.1813138,-.10803658,-1.1340891,-.98168296,99
